detail_code,detail_name,a_cluster,a_name,b_cluster,b_name,c_cluster,c_name,d_cluster,d_name,class_flag,version,v_index
69.0201,人工流产后刮宫术,69.02,分娩或流产后的扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.0907,B超下钳刮术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.0906,钳刮术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.0903,宫腔镜下刮宫术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.0901,诊断性刮宫术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.0905,无痛诊刮术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.0902,宫腔镜诊断性刮宫术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.0904,无痛刮宫术,69.09,其他扩张和刮宫术,69,子宫扩张和刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.1101,阔韧带内异位妊娠切除术,69.11,阔韧带内异位妊娠切除术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.1906,努克氏管积水鞘膜切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1901,子宫骶韧带烧灼术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1905,圆韧带病损切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.191,阔韧带肌瘤摘除（挖出）术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.1904,子宫韧带病损切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1911,阔韧带内异位妊娠切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.1903,阔韧带病损切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1907,腹腔镜子宫韧带病损切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1908,腹腔镜骶韧带部分切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1909,腹腔镜子宫韧带病损激光烧灼术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.1902,子宫骶韧带切除术,69.19,子宫和支持结构的其他切除术或破坏术,69.1,子宫和支持结构病损或组织的切除术或破坏术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2101,沃特金斯手术,69.21,间置手术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2206,子宫骶韧带悬吊术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2209,腹腔镜宫骶韧带缩短术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.221,腹腔镜高位宫骶韧带悬吊术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2203,子宫脱垂复位术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2205,圆韧带悬吊术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2201,曼彻斯特手术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2202,子宫颈悬吊术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2208,腹腔镜圆韧带缩短术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2213,腹腔镜下圆韧带缩短术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.2207,圆韧带缩短术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2204,主韧带悬吊术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2211,腹腔镜子宫韧带加固术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2212,腹腔镜子宫悬吊术,69.22,其他子宫悬吊术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2301,经阴道慢性子宫内翻修补术,69.23,经阴道慢性子宫内翻修补术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.2902,子宫支撑体修补术,69.29,子宫和支持结构的其他修补术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.2901,子宫韧带修补术,69.29,子宫和支持结构的其他修补术,69.2,子宫支持结构修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.3001,子宫颈旁子宫神经截断术,69.3,子宫颈旁子宫神经截断术,69.3,子宫颈周围子宫去神经术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.3x02,腹腔镜子宫骶韧带切断术,69.3x,子宫颈周围子宫去神经术,69.3,子宫颈周围子宫去神经术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,全国2017版,v13
69.3x01,子宫骶韧带切断术,69.3x,子宫颈周围子宫去神经术,69.3,子宫颈周围子宫去神经术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,全国2017版,v13
69.3x03,腹腔镜骶前神经切断术,69.3x,子宫颈周围子宫去神经术,69.3,子宫颈周围子宫去神经术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,全国2017版,v13
69.4102,非产科撕裂子宫修补术,69.41,子宫裂伤缝合术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.4101,子宫裂伤缝合术,69.41,子宫裂伤缝合术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.4104,非产科撕裂子宫修补术,69.41,子宫裂伤缝合术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.4201,腹腔镜子宫瘘闭合术,69.42,子宫瘘管闭合术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.4903,腹腔镜子宫修补术,69.49,子宫的其他修补术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.4902,腹腔镜子宫陈旧性产科裂伤修补术,69.49,子宫的其他修补术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.4905,子宫多重方块缝合术,69.49,子宫的其他修补术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.4904,宫腔镜子宫陈旧性产科裂伤修补术,69.49,子宫的其他修补术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.4901,子宫陈旧性产科裂伤修补术,69.49,子宫的其他修补术,69.4,子宫修补术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5102,超声引导下电吸人流术,69.51,抽吸刮宫术，用于终止妊娠,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5101,电吸人流术,69.51,抽吸刮宫术，用于终止妊娠,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5103,宫腔镜电吸人流术,69.51,抽吸刮宫术，用于终止妊娠,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5201,分娩后电吸刮宫术,69.52,分娩或流产后抽吸刮宫术,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5202,流产后电吸刮宫术,69.52,分娩或流产后抽吸刮宫术,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5901,电吸刮宫术,69.59,其他抽吸刮宫术,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.5902,子宫抽吸刮宫术,69.59,其他抽吸刮宫术,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.5903,B超下负压吸宫术,69.59,其他抽吸刮宫术,69.5,抽吸刮宫术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.6001,月经抽吸或调节,69.6,月经抽吸或调节,69.6,月经抽吸或调节,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.6x01,月经抽吸术,69.6x,月经抽吸或调节,69.6,月经抽吸或调节,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,全国2017版,v13
69.7001,子宫内避孕装置植入术,69.7,子宫内避孕装置植入术,69.7,子宫内避孕装置置入,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.7x01,子宫内避孕装置置入,69.7x,子宫内避孕装置置入,69.7,子宫内避孕装置置入,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,全国2017版,v13
69.9101,宫腔填塞止血术,69.91,子宫治疗性装置置入,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9201,卵巢穿刺取卵术,69.92,人工授精,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9203,剖腹取卵及输卵管配子移植,69.92,人工授精,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.9206,人工胚胎移植术（IVF-FT）,69.92,人工授精,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.9205,腹腔镜下取卵术,69.92,人工授精,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.9204,腹腔镜下取卵及输卵管配子,69.92,人工授精,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.9202,人工胚胎移植术（IVF-FT）,69.92,人工授精,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9301,昆布属植物置入,69.93,昆布属植物置入,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9401,内翻子宫手法复位,69.94,内翻子宫手法复位,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9501,子宫颈切开术,69.95,子宫颈切开术,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9502,子宫颈粘连切开术,69.95,子宫颈切开术,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海版,v13
69.9601,去除子宫颈环扎材料,69.96,去除子宫颈环扎材料,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9701,去除子宫颈其他穿透性异物,69.97,去除子宫颈其他穿透性异物,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9801,子宫支持结构的其他手术,69.98,子宫支持结构的其他手术,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
69.9901,子宫颈和子宫的其他手术,69.99,子宫颈和子宫的其他手术,69.9,子宫、子宫颈和支持结构的其他手术,69,子宫和支持结构的其他手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.0001,后穹窿穿剌术,70,后穹窿穿剌术,70,后穹窿穿刺术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.0x01,后穹隆穿刺术,70.0x,后穹隆穿刺术,70,后穹窿穿刺术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.1101,处女膜切开术,70.11,处女膜切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1201,女性盆腔脓肿引流术,70.12,直肠子宫陷凹切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1202,腹腔镜女性盆腔脓肿引流术,70.12,直肠子宫陷凹切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1206,腹腔镜下女性盆腔脓肿引流术,70.12,直肠子宫陷凹切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.1205,后穹窿缝合术,70.12,直肠子宫陷凹切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.1203,女性盆腔肿物活检术,70.12,直肠子宫陷凹切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.1204,子宫直肠陷凹切开术,70.12,直肠子宫陷凹切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.1301,阴道管腔内粘连松解术,70.13,阴道管腔内粘连松解术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1302,阴道瘢痕切除术,70.13,阴道管腔内粘连松解术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.1401,阴道隔切断术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1402,阴道狭窄切开术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1405,阴道切开异物取出术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1407,腹腔镜阴道隔切断术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.1406,阴道切开引流术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.1408,宫腔镜阴道隔切断术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.1404,阴道闭锁切开术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.1403,阴道侧壁切开术,70.14,阴道其他切开术,70.1,阴道和直肠子宫陷凹切开术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.2102,阴道探查术,70.21,阴道镜检查,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.2101,阴道镜检查,70.21,阴道镜检查,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.2201,陷凹镜检查(后穹窿镜检查),70.22,陷凹镜检查（后穹窿镜检查）,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.2301,腹腔镜子宫直肠陷凹活组织检查,70.23,直肠子宫陷凹的活组织检查,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.2401,阴道活组织检查,70.24,阴道活组织检查,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.2402,经阴道后穹窿活检术,70.24,阴道活组织检查,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.2901,阴道探查,70.29,阴道和直肠子宫陷凹的其他诊断性操作,70.2,阴道和直肠子宫陷凹的诊断性操作,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3101,处女膜部分切除术,70.31,处女膜切除术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3201,腹腔镜直肠子宫陷凹病损切除术,70.32,直肠子宫陷凹病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3202,盆腔肿块切除术（女性）,70.32,直肠子宫陷凹病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.3301,阴道病损切除术,70.33,阴道病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3305,腹腔镜阴道病损切除术,70.33,阴道病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3304,处女膜病损切除术,70.33,阴道病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3302,阴道病损破坏术,70.33,阴道病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.3306,阴道肿瘤（块）切除（剥离）术,70.33,阴道病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.3303,阴道囊肿袋形缝合术,70.33,阴道病损切除术或破坏术,70.3,阴道和直肠子宫陷凹的局部切除术或破坏术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.4003,阴道部分切除术,70.4,阴道封闭术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.4001,阴道封闭术,70.4,阴道封闭术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.4002,阴道切除术,70.4,阴道封闭术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.4x03,阴道闭合术,70.4x,阴道封闭术和全部切除术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.4x01,阴道切除术,70.4x,阴道封闭术和全部切除术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.4x04,阴道部分闭合术,70.4x,阴道封闭术和全部切除术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.4x05,腹腔镜辅助阴道切除术,70.4x,阴道封闭术和全部切除术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.4x02,阴道部分切除术,70.4x,阴道封闭术和全部切除术,70.4,阴道封闭术和全部切除术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5001,阴道前后壁修补术,70.5,膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.5002,腹腔镜阴道前后壁修补术,70.5,膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5101,阴道前壁修补术,70.51,膀胱膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.5102,腹腔镜阴道前壁修补术,70.51,膀胱膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5201,阴道后壁修补术,70.52,直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.5202,腹腔镜阴道后壁修补术,70.52,直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5303,AVAULTA全盆底重建术,70.53,用移植物或假体的膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5302,PROLIFT全盆底重建术,70.53,用移植物或假体的膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5301,PROSIMA全盆底重建术,70.53,用移植物或假体的膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5305,全盆底重建术,70.53,用移植物或假体的膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5304,改良性全盆底重建术,70.53,用移植物或假体的膀胱膨出和直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5401,用移植物或假体的膀胱膨出修补术,70.54,用移植物或假体的膀胱膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.5501,用移植物或假体的直肠膨出修补术,70.55,用移植物或假体的直肠膨出修补术,70.5,膀胱膨出和直肠膨出修补术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
70.6101,腹腔镜阴道建造术,70.61,阴道建造术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.6203,阴道缩窄术,70.62,阴道重建术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.6205,升结肠代阴道术,70.62,阴道重建术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.6204,全盆底悬吊术,70.62,阴道重建术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.6201,阴道重建术,70.62,阴道重建术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海_全国2017版,v13
70.6202,盆底重建术,70.62,阴道重建术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,上海版,v13
70.6301,生物补片的阴道建造术,70.63,用移植物或假体的阴道建造术,70.6,阴道建造术和重建术,70,阴道和直肠子宫陷凹手术,65-71,女性生殖器官手术,手术,全国2017版,v13
